,GeoFips,GeoName_x,per_capita_income,GeoName_y,population
1383,27089,"Marshall, MN",63090,"Marshall, MN",9321
1384,27091,"Martin, MN",57955,"Martin, MN",19484
1385,27093,"Meeker, MN",49478,"Meeker, MN",23341
1386,27095,"Mille Lacs, MN",47379,"Mille Lacs, MN",26146
1387,27097,"Morrison, MN",47610,"Morrison, MN",33187
1388,27099,"Mower, MN",50537,"Mower, MN",40150
1389,27101,"Murray, MN",63620,"Murray, MN",8155
1390,27103,"Nicollet, MN",53083,"Nicollet, MN",34482
1391,27105,"Nobles, MN",53881,"Nobles, MN",21400
1392,27107,"Norman, MN",51626,"Norman, MN",6338
1393,27109,"Olmsted, MN",63100,"Olmsted, MN",159298
1394,27111,"Otter Tail, MN",52707,"Otter Tail, MN",58741
1395,27113,"Pennington, MN",61825,"Pennington, MN",13874
1396,27115,"Pine, MN",42237,"Pine, MN",29359
1397,27117,"Pipestone, MN",59326,"Pipestone, MN",9121
1398,27119,"Polk, MN",55849,"Polk, MN",30900
1399,27121,"Pope, MN",56561,"Pope, MN",11277
1400,27123,"Ramsey, MN",58557,"Ramsey, MN",547903
1401,27125,"Red Lake, MN",55620,"Red Lake, MN",4046
1402,27127,"Redwood, MN",61772,"Redwood, MN",15079
1403,27129,"Renville, MN",58489,"Renville, MN",14403
1404,27131,"Rice, MN",47839,"Rice, MN",67084
1405,27133,"Rock, MN",59225,"Rock, MN",9301
1406,27135,"Roseau, MN",55999,"Roseau, MN",15117
1407,27137,"St. Louis, MN",50986,"St. Louis, MN",198538
1408,27139,"Scott, MN",65655,"Scott, MN",150689
1409,27141,"Sherburne, MN",50710,"Sherburne, MN",98811
1410,27143,"Sibley, MN",53677,"Sibley, MN",14715
1411,27145,"Stearns, MN",51216,"Stearns, MN",162038
1412,27147,"Steele, MN",51703,"Steele, MN",36596
1413,27149,"Stevens, MN",55345,"Stevens, MN",9765
1414,27151,"Swift, MN",56060,"Swift, MN",9176
1415,27153,"Todd, MN",47123,"Todd, MN",24732
1416,27155,"Traverse, MN",74000,"Traverse, MN",3218
1417,27157,"Wabasha, MN",53837,"Wabasha, MN",21642
1418,27159,"Wadena, MN",43925,"Wadena, MN",13807
1419,27161,"Waseca, MN",47139,"Waseca, MN",18550
1420,27163,"Washington, MN",72273,"Washington, MN",265476
1421,27165,"Watonwan, MN",53034,"Watonwan, MN",10792
1422,27167,"Wilkin, MN",62497,"Wilkin, MN",6161
1423,27169,"Winona, MN",52198,"Winona, MN",50485
1424,27171,"Wright, MN",55218,"Wright, MN",140249
1425,27173,"Yellow Medicine, MN",61315,"Yellow Medicine, MN",9580
1426,28001,"Adams, MS",38331,"Adams, MS",30275
1427,28003,"Alcorn, MS",38956,"Alcorn, MS",36889
1428,28005,"Amite, MS",37692,"Amite, MS",12205
1429,28007,"Attala, MS",37962,"Attala, MS",18004
1430,28009,"Benton, MS",34691,"Benton, MS",8351
1431,28011,"Bolivar, MS",42767,"Bolivar, MS",30142
1432,28013,"Calhoun, MS",38017,"Calhoun, MS",14241
1433,28015,"Carroll, MS",41624,"Carroll, MS",9732
1434,28017,"Chickasaw, MS",40254,"Chickasaw, MS",16951
1435,28019,"Choctaw, MS",38813,"Choctaw, MS",8063
1436,28021,"Claiborne, MS",34852,"Claiborne, MS",8911
1437,28023,"Clarke, MS",42207,"Clarke, MS",15299
1438,28025,"Clay, MS",42187,"Clay, MS",19352
1439,28027,"Coahoma, MS",40781,"Coahoma, MS",21564
1440,28029,"Copiah, MS",36414,"Copiah, MS",27933
1441,28031,"Covington, MS",38250,"Covington, MS",18518
1442,28033,"DeSoto, MS",45764,"DeSoto, MS",188275
1443,28035,"Forrest, MS",42175,"Forrest, MS",75009
1444,28037,"Franklin, MS",38355,"Franklin, MS",7657
1445,28039,"George, MS",38668,"George, MS",24425
1446,28041,"Greene, MS",31102,"Greene, MS",13477
1447,28043,"Grenada, MS",40296,"Grenada, MS",20610
1448,28045,"Hancock, MS",39455,"Hancock, MS",48000
1449,28047,"Harrison, MS",41534,"Harrison, MS",208801
1450,28049,"Hinds, MS",43452,"Hinds, MS",227966
1451,28051,"Holmes, MS",33567,"Holmes, MS",16726
1452,28053,"Humphreys, MS",40236,"Humphreys, MS",7827
1453,28055,"Issaquena, MS",38921,"Issaquena, MS",1220
1454,28057,"Itawamba, MS",39878,"Itawamba, MS",23261
1455,28059,"Jackson, MS",41575,"Jackson, MS",143802
1456,28061,"Jasper, MS",41967,"Jasper, MS",16332
1457,28063,"Jefferson, MS",38101,"Jefferson, MS",6997
1458,28065,"Jefferson Davis, MS",33434,"Jefferson Davis, MS",10890
1459,28067,"Jones, MS",40402,"Jones, MS",67993
1460,28069,"Kemper, MS",33841,"Kemper, MS",9521
1461,28071,"Lafayette, MS",46037,"Lafayette, MS",54408
1462,28073,"Lamar, MS",43227,"Lamar, MS",64165
1463,28075,"Lauderdale, MS",42673,"Lauderdale, MS",73751
1464,28077,"Lawrence, MS",36649,"Lawrence, MS",12480
1465,28079,"Leake, MS",32239,"Leake, MS",22741
1466,28081,"Lee, MS",46138,"Lee, MS",85466
1467,28083,"Leflore, MS",43878,"Leflore, MS",27854
1468,28085,"Lincoln, MS",42121,"Lincoln, MS",33936
1469,28087,"Lowndes, MS",44152,"Lowndes, MS",58309
1470,28089,"Madison, MS",68381,"Madison, MS",106871
1471,28091,"Marion, MS",41433,"Marion, MS",24441
1472,28093,"Marshall, MS",37543,"Marshall, MS",35301
1473,28095,"Monroe, MS",39729,"Monroe, MS",35123
1474,28097,"Montgomery, MS",39432,"Montgomery, MS",9661
1475,28099,"Neshoba, MS",38507,"Neshoba, MS",28996
1476,28101,"Newton, MS",37484,"Newton, MS",20866
1477,28103,"Noxubee, MS",37781,"Noxubee, MS",10236
1478,28105,"Oktibbeha, MS",37853,"Oktibbeha, MS",49789
1479,28107,"Panola, MS",37593,"Panola, MS",33848
1480,28109,"Pearl River, MS",40201,"Pearl River, MS",55876
1481,28111,"Perry, MS",36953,"Perry, MS",11862
1482,28113,"Pike, MS",34718,"Pike, MS",38997
1483,28115,"Pontotoc, MS",37342,"Pontotoc, MS",32461
1484,28117,"Prentiss, MS",34158,"Prentiss, MS",25013
1485,28119,"Quitman, MS",34239,"Quitman, MS",6760
1486,28121,"Rankin, MS",48295,"Rankin, MS",155975
1487,28123,"Scott, MS",32840,"Scott, MS",28061
1488,28125,"Sharkey, MS",42775,"Sharkey, MS",4160
1489,28127,"Simpson, MS",38987,"Simpson, MS",26629
1490,28129,"Smith, MS",36494,"Smith, MS",15779
1491,28131,"Stone, MS",37001,"Stone, MS",18360
1492,28133,"Sunflower, MS",35454,"Sunflower, MS",24740
1493,28135,"Tallahatchie, MS",33784,"Tallahatchie, MS",13707
1494,28137,"Tate, MS",40134,"Tate, MS",28539
1495,28139,"Tippah, MS",42051,"Tippah, MS",21748
1496,28141,"Tishomingo, MS",37593,"Tishomingo, MS",19275
1497,28143,"Tunica, MS",40994,"Tunica, MS",9392
1498,28145,"Union, MS",36387,"Union, MS",28866
1499,28147,"Walthall, MS",34814,"Walthall, MS",14294
1500,28149,"Warren, MS",44422,"Warren, MS",44841
1501,28151,"Washington, MS",43778,"Washington, MS",42837
1502,28153,"Wayne, MS",36967,"Wayne, MS",20317
1503,28155,"Webster, MS",43060,"Webster, MS",9676
1504,28157,"Wilkinson, MS",34759,"Wilkinson, MS",8351
1505,28159,"Winston, MS",38970,"Winston, MS",17845
1506,28161,"Yalobusha, MS",41336,"Yalobusha, MS",11982
1507,28163,"Yazoo, MS",33672,"Yazoo, MS",26982
1508,29001,"Adair, MO",34867,"Adair, MO",25399
1509,29003,"Andrew, MO",48186,"Andrew, MO",17586
1510,29005,"Atchison, MO",53958,"Atchison, MO",5096
1511,29007,"Audrain, MO",42029,"Audrain, MO",24835
1512,29009,"Barry, MO",37114,"Barry, MO",35818
1513,29011,"Barton, MO",42031,"Barton, MO",11592
1514,29013,"Bates, MO",44523,"Bates, MO",16242
1515,29015,"Benton, MO",40318,"Benton, MO",19627
1516,29017,"Bollinger, MO",36548,"Bollinger, MO",12111
1517,29019,"Boone, MO",51330,"Boone, MO",182991
1518,29021,"Buchanan, MO",42653,"Buchanan, MO",86530
1519,29023,"Butler, MO",40255,"Butler, MO",42178
1520,29025,"Caldwell, MO",41488,"Caldwell, MO",9051
1521,29027,"Callaway, MO",42524,"Callaway, MO",44887
1522,29029,"Camden, MO",40778,"Camden, MO",46414
1523,29031,"Cape Girardeau, MO",47386,"Cape Girardeau, MO",79512
1524,29033,"Carroll, MO",50990,"Carroll, MO",8554
1525,29035,"Carter, MO",35898,"Carter, MO",5991
1526,29037,"Cass, MO",50654,"Cass, MO",106806
1527,29039,"Cedar, MO",34130,"Cedar, MO",14322
1528,29041,"Chariton, MO",49650,"Chariton, MO",7360
1529,29043,"Christian, MO",43602,"Christian, MO",90655
1530,29045,"Clark, MO",40825,"Clark, MO",6830
1531,29047,"Clay, MO",51619,"Clay, MO",253463
1532,29049,"Clinton, MO",46823,"Clinton, MO",20553
1533,29051,"Cole, MO",51905,"Cole, MO",76191
1534,29053,"Cooper, MO",44486,"Cooper, MO",17102
1535,29055,"Crawford, MO",38430,"Crawford, MO",23739
1536,29057,"Dade, MO",38581,"Dade, MO",7568
1537,29059,"Dallas, MO",35840,"Dallas, MO",17219
1538,29061,"Daviess, MO",37380,"Daviess, MO",8283
1539,29063,"DeKalb, MO",36799,"DeKalb, MO",10944
1540,29065,"Dent, MO",36327,"Dent, MO",15481
1541,29067,"Douglas, MO",31031,"Douglas, MO",13344
1542,29069,"Dunklin, MO",38821,"Dunklin, MO",28878
1543,29071,"Franklin, MO",48108,"Franklin, MO",104469
1544,29073,"Gasconade, MO",43589,"Gasconade, MO",14566
1545,29075,"Gentry, MO",46483,"Gentry, MO",6484
1546,29077,"Greene, MO",47388,"Greene, MO",294997
1547,29079,"Grundy, MO",39098,"Grundy, MO",9595
1548,29081,"Harrison, MO",41238,"Harrison, MO",8321
1549,29083,"Henry, MO",44780,"Henry, MO",22076
1550,29085,"Hickory, MO",31380,"Hickory, MO",9586
1551,29087,"Holt, MO",56644,"Holt, MO",4232
1552,29089,"Howard, MO",43946,"Howard, MO",10001
1553,29091,"Howell, MO",37414,"Howell, MO",40262
1554,29093,"Iron, MO",36530,"Iron, MO",10098
1555,29095,"Jackson, MO",50209,"Jackson, MO",705925
1556,29097,"Jasper, MO",42488,"Jasper, MO",121648
1557,29099,"Jefferson, MO",46027,"Jefferson, MO",226543
1558,29101,"Johnson, MO",40207,"Johnson, MO",54219
1559,29103,"Knox, MO",40933,"Knox, MO",3940
1560,29105,"Laclede, MO",38403,"Laclede, MO",35895
1561,29107,"Lafayette, MO",45825,"Lafayette, MO",33006
1562,29109,"Lawrence, MO",36746,"Lawrence, MO",38175
1563,29111,"Lewis, MO",39481,"Lewis, MO",9810
1564,29113,"Lincoln, MO",44032,"Lincoln, MO",60119
1565,29115,"Linn, MO",42456,"Linn, MO",11830
1566,29117,"Livingston, MO",43804,"Livingston, MO",14413
1567,29119,"McDonald, MO",31941,"McDonald, MO",22900
1568,29121,"Macon, MO",44785,"Macon, MO",15095
1569,29123,"Madison, MO",40312,"Madison, MO",12113
1570,29125,"Maries, MO",37638,"Maries, MO",8795
1571,29127,"Marion, MO",44121,"Marion, MO",28423
1572,29129,"Mercer, MO",35358,"Mercer, MO",3558
1573,29131,"Miller, MO",39349,"Miller, MO",25791
1574,29133,"Mississippi, MO",37483,"Mississippi, MO",12691
1575,29135,"Moniteau, MO",41930,"Moniteau, MO",15585
1576,29137,"Monroe, MO",44528,"Monroe, MO",8672
1577,29139,"Montgomery, MO",46688,"Montgomery, MO",11294
1578,29141,"Morgan, MO",42880,"Morgan, MO",20716
1579,29143,"New Madrid, MO",41953,"New Madrid, MO",16693
1580,29145,"Newton, MO",41771,"Newton, MO",58451
1581,29147,"Nodaway, MO",36315,"Nodaway, MO",21743
1582,29149,"Oregon, MO",33166,"Oregon, MO",10411
1583,29151,"Osage, MO",49250,"Osage, MO",13535
1584,29153,"Ozark, MO",33722,"Ozark, MO",9083
1585,29155,"Pemiscot, MO",40931,"Pemiscot, MO",15600
1586,29157,"Perry, MO",45002,"Perry, MO",19194
1587,29159,"Pettis, MO",40971,"Pettis, MO",42490
1588,29161,"Phelps, MO",42030,"Phelps, MO",44414
1589,29163,"Pike, MO",40471,"Pike, MO",17552
1590,29165,"Platte, MO",60698,"Platte, MO",106532
1591,29167,"Polk, MO",36944,"Polk, MO",32490
1592,29169,"Pulaski, MO",44732,"Pulaski, MO",52709
1593,29171,"Putnam, MO",39308,"Putnam, MO",4688
1594,29173,"Ralls, MO",44688,"Ralls, MO",10299
1595,29175,"Randolph, MO",42615,"Randolph, MO",24409
1596,29177,"Ray, MO",46047,"Ray, MO",22915
1597,29179,"Reynolds, MO",38107,"Reynolds, MO",6198
1598,29181,"Ripley, MO",34297,"Ripley, MO",13300
1599,29183,"St. Charles, MO",56879,"St. Charles, MO",406204
1600,29185,"St. Clair, MO",33058,"St. Clair, MO",9689
1601,29186,"Ste. Genevieve, MO",44925,"Ste. Genevieve, MO",17924
1602,29187,"St. Francois, MO",37377,"St. Francois, MO",66485
1603,29189,"St. Louis, MO",78804,"St. Louis, MO",994020
1604,29195,"Saline, MO",43076,"Saline, MO",22858
1605,29197,"Schuyler, MO",33550,"Schuyler, MO",4534
1606,29199,"Scotland, MO",41576,"Scotland, MO",4871
1607,29201,"Scott, MO",44148,"Scott, MO",38288
1608,29203,"Shannon, MO",33071,"Shannon, MO",8203
1609,29205,"Shelby, MO",45373,"Shelby, MO",5919
1610,29207,"Stoddard, MO",41158,"Stoddard, MO",29001
1611,29209,"Stone, MO",41975,"Stone, MO",32465
1612,29211,"Sullivan, MO",44877,"Sullivan, MO",6033
1613,29213,"Taney, MO",38859,"Taney, MO",56104
1614,29215,"Texas, MO",32774,"Texas, MO",25112
1615,29217,"Vernon, MO",39496,"Vernon, MO",20388
1616,29219,"Warren, MO",45011,"Warren, MO",36594
1617,29221,"Washington, MO",33148,"Washington, MO",24604
1618,29223,"Wayne, MO",34018,"Wayne, MO",12769
1619,29225,"Webster, MO",35845,"Webster, MO",39859
1620,29227,"Worth, MO",41861,"Worth, MO",1953
1621,29229,"Wright, MO",35480,"Wright, MO",18325
1622,29510,"St. Louis (Independent City), MO",51041,"St. Louis (Independent City), MO",297645
1623,30001,"Beaverhead, MT",52501,"Beaverhead, MT",9483
1624,30003,"Big Horn, MT",35950,"Big Horn, MT",13063
1625,30005,"Blaine, MT",36301,"Blaine, MT",6568
1626,30007,"Broadwater, MT",48786,"Broadwater, MT",6444
1627,30009,"Carbon, MT",56900,"Carbon, MT",10921
1628,30011,"Carter, MT",53760,"Carter, MT",1235
1629,30013,"Cascade, MT",52226,"Cascade, MT",81346
1630,30015,"Chouteau, MT",48627,"Chouteau, MT",5699
1631,30017,"Custer, MT",51268,"Custer, MT",11292
1632,30019,"Daniels, MT",64205,"Daniels, MT",1638
1633,30021,"Dawson, MT",50972,"Dawson, MT",8555
1634,30023,"Deer Lodge, MT",45039,"Deer Lodge, MT",9204
1635,30025,"Fallon, MT",54203,"Fallon, MT",2826
1636,30027,"Fergus, MT",48900,"Fergus, MT",11104
1637,30029,"Flathead, MT",52740,"Flathead, MT",105851
1638,30031,"Gallatin, MT",63432,"Gallatin, MT",116806
1639,30033,"Garfield, MT",44812,"Garfield, MT",1268
1640,30035,"Glacier, MT",41773,"Glacier, MT",13594
1641,30037,"Golden Valley, MT",56481,"Golden Valley, MT",827
1642,30039,"Granite, MT",49242,"Granite, MT",3317
1643,30041,"Hill, MT",50018,"Hill, MT",16358
1644,30043,"Jefferson, MT",52770,"Jefferson, MT",12360
1645,30045,"Judith Basin, MT",56953,"Judith Basin, MT",1994
1646,30047,"Lake, MT",44068,"Lake, MT",30986
1647,30049,"Lewis and Clark, MT",54040,"Lewis and Clark, MT",70229
1648,30051,"Liberty, MT",51268,"Liberty, MT",2369
1649,30053,"Lincoln, MT",41129,"Lincoln, MT",20343
1650,30055,"McCone, MT",48924,"McCone, MT",1648
1651,30057,"Madison, MT",57112,"Madison, MT",8959
1652,30059,"Meagher, MT",49730,"Meagher, MT",1831
1653,30061,"Mineral, MT",43233,"Mineral, MT",4544
1654,30063,"Missoula, MT",54353,"Missoula, MT",121630
1655,30065,"Musselshell, MT",49756,"Musselshell, MT",4669
1656,30067,"Park, MT",55213,"Park, MT",16760
1657,30069,"Petroleum, MT",41080,"Petroleum, MT",500
1658,30071,"Phillips, MT",48341,"Phillips, MT",3919
1659,30073,"Pondera, MT",56218,"Pondera, MT",5782
1660,30075,"Powder River, MT",44756,"Powder River, MT",1681
1661,30077,"Powell, MT",47024,"Powell, MT",6817
1662,30079,"Prairie, MT",57918,"Prairie, MT",1067
1663,30081,"Ravalli, MT",49860,"Ravalli, MT",45002
1664,30083,"Richland, MT",63761,"Richland, MT",11043
1665,30085,"Roosevelt, MT",41531,"Roosevelt, MT",10964
1666,30087,"Rosebud, MT",50566,"Rosebud, MT",8836
1667,30089,"Sanders, MT",41398,"Sanders, MT",12157
1668,30091,"Sheridan, MT",61236,"Sheridan, MT",3261
1669,30093,"Silver Bow, MT",50672,"Silver Bow, MT",35180
1670,30095,"Stillwater, MT",57382,"Stillwater, MT",9888
1671,30097,"Sweet Grass, MT",54287,"Sweet Grass, MT",3684
1672,30099,"Teton, MT",53172,"Teton, MT",6249
1673,30101,"Toole, MT",60089,"Toole, MT",4686
1674,30103,"Treasure, MT",66721,"Treasure, MT",695
1675,30105,"Valley, MT",54556,"Valley, MT",7359
1676,30107,"Wheatland, MT",42348,"Wheatland, MT",2157
1677,30109,"Wibaux, MT",48913,"Wibaux, MT",939
1678,30111,"Yellowstone, MT",56588,"Yellowstone, MT",162990
1679,31001,"Adams, NE",53232,"Adams, NE",31321
1680,31003,"Antelope, NE",69121,"Antelope, NE",6264
1681,31005,"Arthur, NE",53618,"Arthur, NE",466
1682,31007,"Banner, NE",59097,"Banner, NE",786
1683,31009,"Blaine, NE",70372,"Blaine, NE",457
1684,31011,"Boone, NE",69564,"Boone, NE",5096
1685,31013,"Box Butte, NE",53723,"Box Butte, NE",10696
1686,31015,"Boyd, NE",62078,"Boyd, NE",1860
1687,31017,"Brown, NE",60280,"Brown, NE",2981
1688,31019,"Buffalo, NE",60230,"Buffalo, NE",50114
1689,31021,"Burt, NE",53602,"Burt, NE",6477
1690,31023,"Butler, NE",56101,"Butler, NE",7960
1691,31025,"Cass, NE",57220,"Cass, NE",26232
1692,31027,"Cedar, NE",58373,"Cedar, NE",8414
1693,31029,"Chase, NE",68843,"Chase, NE",3840
1694,31031,"Cherry, NE",50817,"Cherry, NE",5781
1695,31033,"Cheyenne, NE",50334,"Cheyenne, NE",9111
1696,31035,"Clay, NE",57104,"Clay, NE",6216
1697,31037,"Colfax, NE",49977,"Colfax, NE",10587
1698,31039,"Cuming, NE",71653,"Cuming, NE",8798
1699,31041,"Custer, NE",54458,"Custer, NE",10626
1700,31043,"Dakota, NE",47062,"Dakota, NE",20070
1701,31045,"Dawes, NE",43101,"Dawes, NE",8361
1702,31047,"Dawson, NE",49096,"Dawson, NE",23510
1703,31049,"Deuel, NE",43738,"Deuel, NE",1793
1704,31051,"Dixon, NE",49974,"Dixon, NE",5596
1705,31053,"Dodge, NE",52445,"Dodge, NE",36222
1706,31055,"Douglas, NE",65737,"Douglas, NE",574332
1707,31057,"Dundy, NE",86360,"Dundy, NE",1671
1708,31059,"Fillmore, NE",63206,"Fillmore, NE",5519
1709,31061,"Franklin, NE",57959,"Franklin, NE",2940
1710,31063,"Frontier, NE",46216,"Frontier, NE",2587
1711,31065,"Furnas, NE",53727,"Furnas, NE",4653
1712,31067,"Gage, NE",52843,"Gage, NE",21431
1713,31069,"Garden, NE",50671,"Garden, NE",1847
1714,31071,"Garfield, NE",47856,"Garfield, NE",1956
1715,31073,"Gosper, NE",59049,"Gosper, NE",1986
1716,31075,"Grant, NE",54922,"Grant, NE",630
1717,31077,"Greeley, NE",56500,"Greeley, NE",2319
1718,31079,"Hall, NE",47793,"Hall, NE",61028
1719,31081,"Hamilton, NE",61230,"Hamilton, NE",9237
1720,31083,"Harlan, NE",57828,"Harlan, NE",3311
1721,31085,"Hayes, NE",79926,"Hayes, NE",916
1722,31087,"Hitchcock, NE",46667,"Hitchcock, NE",2773
1723,31089,"Holt, NE",59853,"Holt, NE",9956
1724,31091,"Hooker, NE",54516,"Hooker, NE",647
1725,31093,"Howard, NE",50857,"Howard, NE",6488
1726,31095,"Jefferson, NE",53407,"Jefferson, NE",7099
1727,31097,"Johnson, NE",39498,"Johnson, NE",5057
1728,31099,"Kearney, NE",61585,"Kearney, NE",6652
1729,31101,"Keith, NE",51040,"Keith, NE",7983
1730,31103,"Keya Paha, NE",66705,"Keya Paha, NE",759
1731,31105,"Kimball, NE",50075,"Kimball, NE",3495
1732,31107,"Knox, NE",53356,"Knox, NE",8304
1733,31109,"Lancaster, NE",52887,"Lancaster, NE",320650
1734,31111,"Lincoln, NE",54043,"Lincoln, NE",34347
1735,31113,"Logan, NE",58616,"Logan, NE",747
1736,31115,"Loup, NE",61740,"Loup, NE",650
1737,31117,"McPherson, NE",62907,"McPherson, NE",474
1738,31119,"Madison, NE",55104,"Madison, NE",34813
1739,31121,"Merrick, NE",50870,"Merrick, NE",7809
1740,31123,"Morrill, NE",63120,"Morrill, NE",4625
1741,31125,"Nance, NE",46091,"Nance, NE",3532
1742,31127,"Nemaha, NE",51548,"Nemaha, NE",7044
1743,31129,"Nuckolls, NE",59449,"Nuckolls, NE",4134
1744,31131,"Otoe, NE",57873,"Otoe, NE",15965
1745,31133,"Pawnee, NE",51436,"Pawnee, NE",2601
1746,31135,"Perkins, NE",71191,"Perkins, NE",2867
1747,31137,"Phelps, NE",59324,"Phelps, NE",9006
1748,31139,"Pierce, NE",62493,"Pierce, NE",7184
1749,31141,"Platte, NE",52316,"Platte, NE",33364
1750,31143,"Polk, NE",57312,"Polk, NE",5201
1751,31145,"Red Willow, NE",52196,"Red Willow, NE",10627
1752,31147,"Richardson, NE",54773,"Richardson, NE",7791
1753,31149,"Rock, NE",72590,"Rock, NE",1377
1754,31151,"Saline, NE",47785,"Saline, NE",13987
1755,31153,"Sarpy, NE",55173,"Sarpy, NE",188856
1756,31155,"Saunders, NE",56892,"Saunders, NE",21927
1757,31157,"Scotts Bluff, NE",49048,"Scotts Bluff, NE",35299
1758,31159,"Seward, NE",56220,"Seward, NE",17186
1759,31161,"Sheridan, NE",56597,"Sheridan, NE",5150
1760,31163,"Sherman, NE",50461,"Sherman, NE",2986
1761,31165,"Sioux, NE",64440,"Sioux, NE",1200
1762,31167,"Stanton, NE",52621,"Stanton, NE",5880
1763,31169,"Thayer, NE",60659,"Thayer, NE",4887
1764,31171,"Thomas, NE",57805,"Thomas, NE",739
1765,31173,"Thurston, NE",45789,"Thurston, NE",7220
1766,31175,"Valley, NE",59867,"Valley, NE",4103
1767,31177,"Washington, NE",60738,"Washington, NE",20901
1768,31179,"Wayne, NE",49143,"Wayne, NE",9492
1769,31181,"Webster, NE",53815,"Webster, NE",3419
1770,31183,"Wheeler, NE",70710,"Wheeler, NE",790
1771,31185,"York, NE",56457,"York, NE",13511
1772,32001,"Churchill, NV",50081,"Churchill, NV",25363
1773,32003,"Clark, NV",51244,"Clark, NV",2315963
1774,32005,"Douglas, NV",78416,"Douglas, NV",49088
1775,32007,"Elko, NV",50429,"Elko, NV",53006
1776,32009,"Esmeralda, NV",42962,"Esmeralda, NV",886
1777,32011,"Eureka, NV",46792,"Eureka, NV",2065
1778,32013,"Humboldt, NV",51772,"Humboldt, NV",16962
1779,32015,"Lander, NV",72931,"Lander, NV",5514
1780,32017,"Lincoln, NV",43357,"Lincoln, NV",5159
1781,32019,"Lyon, NV",44098,"Lyon, NV",58319
1782,32021,"Mineral, NV",48982,"Mineral, NV",4518
1783,32023,"Nye, NV",41367,"Nye, NV",48054
1784,32027,"Pershing, NV",37906,"Pershing, NV",6573
1785,32029,"Storey, NV",65971,"Storey, NV",4207
1786,32031,"Washoe, NV",66076,"Washoe, NV",477082
1787,32033,"White Pine, NV",50653,"White Pine, NV",9466
1788,32510,"Carson City (Independent City), NV",56510,"Carson City (Independent City), NV",56034
1789,33001,"Belknap, NH",66919,"Belknap, NH",61551
1790,33003,"Carroll, NH",63403,"Carroll, NH",49167
1791,33005,"Cheshire, NH",56088,"Cheshire, NH",76228
1792,33007,"Coos, NH",49564,"Coos, NH",31174
1793,33009,"Grafton, NH",67943,"Grafton, NH",90691
1794,33011,"Hillsborough, NH",66548,"Hillsborough, NH",418735
1795,33013,"Merrimack, NH",63839,"Merrimack, NH",152622
1796,33015,"Rockingham, NH",80220,"Rockingham, NH",311307
1797,33017,"Strafford, NH",56104,"Strafford, NH",131533
1798,33019,"Sullivan, NH",57602,"Sullivan, NH",43267
1799,34001,"Atlantic, NJ",55802,"Atlantic, NJ",262945
1800,34003,"Bergen, NJ",91972,"Bergen, NJ",930394
1801,34005,"Burlington, NJ",67154,"Burlington, NJ",446596
1802,34007,"Camden, NJ",58830,"Camden, NJ",506809
1803,34009,"Cape May, NJ",67836,"Cape May, NJ",91546
1804,34011,"Cumberland, NJ",45498,"Cumberland, NJ",147008
1805,34013,"Essex, NJ",70497,"Essex, NJ",800501
1806,34015,"Gloucester, NJ",60386,"Gloucester, NJ",293245
1807,34017,"Hudson, NJ",71682,"Hudson, NJ",671666
1808,34019,"Hunterdon, NJ",95088,"Hunterdon, NJ",124797
1809,34021,"Mercer, NJ",74218,"Mercer, NJ",367239
1810,34023,"Middlesex, NJ",66640,"Middlesex, NJ",822736
1811,34025,"Monmouth, NJ",86091,"Monmouth, NJ",618381
1812,34027,"Morris, NJ",102227,"Morris, NJ",491087
1813,34029,"Ocean, NJ",57344,"Ocean, NJ",614237
1814,34031,"Passaic, NJ",55775,"Passaic, NJ",500382
1815,34033,"Salem, NJ",54578,"Salem, NJ",62451
1816,34035,"Somerset, NJ",112825,"Somerset, NJ",329331
1817,34037,"Sussex, NJ",67814,"Sussex, NJ",140002
1818,34039,"Union, NJ",72543,"Union, NJ",555394
1819,34041,"Warren, NJ",60525,"Warren, NJ",105624
1820,35001,"Bernalillo, NM",48683,"Bernalillo, NM",681666
1821,35003,"Catron, NM",36171,"Catron, NM",3623
1822,35005,"Chaves, NM",43615,"Chaves, NM",64711
1823,35006,"Cibola, NM*",32755,"Cibola, NM*",26354
1824,35007,"Colfax, NM",45610,"Colfax, NM",11927
1825,35009,"Curry, NM",48894,"Curry, NM",48793
1826,35011,"De Baca, NM",56603,"De Baca, NM",1673
1827,35013,"Doña Ana, NM",40218,"Doña Ana, NM",221262
1828,35015,"Eddy, NM",62356,"Eddy, NM",58418
1829,35017,"Grant, NM",45561,"Grant, NM",27007
1830,35019,"Guadalupe, NM",39140,"Guadalupe, NM",4275
1831,35021,"Harding, NM",50723,"Harding, NM",638
1832,35023,"Hidalgo, NM",48166,"Hidalgo, NM",4106
1833,35025,"Lea, NM",47215,"Lea, NM",71830
1834,35027,"Lincoln, NM",44732,"Lincoln, NM",19939
1835,35028,"Los Alamos, NM",76142,"Los Alamos, NM",19462
1836,35029,"Luna, NM",38022,"Luna, NM",23905
1837,35031,"McKinley, NM",32804,"McKinley, NM",70824
1838,35033,"Mora, NM",45300,"Mora, NM",4478
1839,35035,"Otero, NM",38779,"Otero, NM",67967
1840,35037,"Quay, NM",44691,"Quay, NM",8197
1841,35039,"Rio Arriba, NM",40771,"Rio Arriba, NM",38521
1842,35041,"Roosevelt, NM",46999,"Roosevelt, NM",18350
1843,35043,"Sandoval, NM",47257,"Sandoval, NM",148904
